id,cur_pos,cur_vel,error,goal_pos,target
105,-2.05939683084466E-08,0.000002355,2.05939683084466E-08,0,-2.14835751854991E-05
106,0.000000003,2.34452966697837E-06,-0.000000003,0,-2.20773130443774E-05
107,2.63197987848685E-08,2.33607177846374E-06,-2.63197987848685E-08,0,-2.59873064401006E-05
108,4.9591944772942E-08,2.33388089043943E-06,-4.9591944772942E-08,0,-2.82966952980246E-05
109,7.28182198983518E-08,2.31568426711423E-06,-7.28182198983518E-08,0,-0.000030438
110,9.59046850823597E-08,2.30309479541049E-06,-9.59046850823597E-08,0,-0.000032621
111,1.18866051224131E-07,2.29040494131269E-06,-1.18866051224131E-07,0,-3.47904173025881E-05
112,1.41666379072092E-07,0.000002285,-1.41666379072092E-07,0,-3.70169018104605E-05
113,1.64387762957574E-07,2.26371285853465E-06,-1.64387762957574E-07,0,-3.90757885604387E-05
114,1.86937822554967E-07,0.000002248,-1.86937822554967E-07,0,-4.11739422112589E-05
115,2.09331821210412E-07,2.23227055681475E-06,-2.09331821210412E-07,0,-4.32558147522855E-05
116,2.31534238004372E-07,2.22387262118298E-06,-2.31534238004372E-07,0,-4.53921146892355E-05
117,2.53627515434118E-07,2.19954769935504E-06,-2.53627515434118E-07,0,-4.73581792448385E-05
118,2.75519655090761E-07,2.18089675250232E-06,-2.75519655090761E-07,0,-4.93608935059342E-05
119,2.97226273815454E-07,2.16221338880492E-06,-2.97226273815454E-07,0,-5.13447270478196E-05
120,3.1871222017088E-07,2.15092370175491E-06,-3.1871222017088E-07,0,-5.33804430880025E-05
121,3.40060301695644E-07,2.12374442981024E-06,-3.40060301695644E-07,0,-5.5243441998698E-05
122,3.61178909003002E-07,2.10227737145185E-06,-3.61178909003002E-07,0,-5.71406477689607E-05
123,3.82084044403541E-07,2.08081700730393E-06,-3.82084044403541E-07,0,-5.90165596392467E-05
124,4.02740955252057E-07,2.06679027005558E-06,-4.02740955252057E-07,0,-0.000060942
125,4.23232848767441E-07,2.03691476102067E-06,-4.23232848767441E-07,0,-6.26924223645631E-05
126,4.43468532118629E-07,2.01279305852428E-06,-4.43468532118629E-07,0,-6.44747614408914E-05
127,4.63464430389138E-07,1.98872046915346E-06,-4.63464430389138E-07,0,-6.62336371526351E-05
128,4.8318621814758E-07,1.97212468137634E-06,-4.8318621814758E-07,0,-6.80398686725425E-05
129,5.02717536043917E-07,1.9397240818274E-06,-5.02717536043917E-07,0,-0.000069669
130,0.000000522,1.91312197801837E-06,-0.000000522,0,-0.000071328
131,0.000000541,1.88661439389452E-06,-0.000000541,0,-7.29614752614793E-05
132,5.59640954023166E-07,1.86762972587763E-06,-5.59640954023166E-07,0,-7.46404003493239E-05
133,5.78114404348185E-07,1.83288705350402E-06,-5.78114404348185E-07,0,-7.61402988658233E-05
134,5.96283480369664E-07,0.000001804,-5.96283480369664E-07,0,-7.7668246500906E-05
135,6.14165531764854E-07,1.775236261543E-06,-6.14165531764854E-07,0,-7.91689038770471E-05
136,6.31727179900565E-07,1.75405383716989E-06,-6.31727179900565E-07,0,-8.07132647828723E-05
137,6.49053015777668E-07,1.71716275588693E-06,-6.49053015777668E-07,0,-8.20769168186075E-05
138,6.66053267650568E-07,1.68616756545341E-06,-6.66053267650568E-07,0,-0.000083467
139,6.82745787905503E-07,1.655365502178E-06,-6.82745787905503E-07,0,-8.48282350141005E-05
140,6.99097704170981E-07,1.63218613476118E-06,-6.99097704170981E-07,0,-8.62316387184592E-05
141,7.15194122591356E-07,1.59334968061204E-06,-7.15194122591356E-07,0,-8.74529067829144E-05
142,7.30945788340875E-07,1.56046118831292E-06,-7.30945788340875E-07,0,-8.86991897708356E-05
143,7.46371077831043E-07,1.52781837529985E-06,-7.46371077831043E-07,0,-8.99152865052599E-05
144,7.61437648044705E-07,1.50285127313577E-06,-7.61437648044705E-07,0,-9.11722854546326E-05
145,7.76231135368732E-07,1.46228055272825E-06,-7.76231135368732E-07,0,-9.22459142849164E-05
146,7.90662824101673E-07,1.42771167192713E-06,-7.90662824101673E-07,0,-9.3343395235479E-05
147,8.04751630667511E-07,1.39344274820833E-06,-8.04751630667511E-07,0,-9.44095811306056E-05
148,8.18465757390641E-07,1.36690419904047E-06,-8.18465757390641E-07,0,-9.55156149728964E-05
149,8.31891389552197E-07,1.32481705138087E-06,-8.31891389552197E-07,0,-9.6437305963093E-05
150,8.44940362121349E-07,1.28878709657752E-06,-8.44940362121349E-07,0,-9.73819047622726E-05
151,8.57632148409948E-07,1.25311277204019E-06,-8.57632148409948E-07,0,-9.82943465288599E-05
152,8.6993550763026E-07,1.22522478293123E-06,-8.6993550763026E-07,0,-9.92458033088894E-05
153,8.81937186392179E-07,1.18184443572456E-06,-8.81937186392179E-07,0,-0.0001000122
154,8.93549584546349E-07,1.14457777214255E-06,-8.93549584546349E-07,0,-0.0001008007
155,9.04792741174276E-07,1.10772345807389E-06,-9.04792741174276E-07,0,-0.0001015565
156,9.15635984810592E-07,1.07871241350853E-06,-9.15635984810592E-07,0,-0.0001023507
157,9.26166630499381E-07,1.03426612656209E-06,-9.26166630499381E-07,0,-0.0001029593
158,9.36297650966367E-07,0.000000996,-9.36297650966367E-07,0,-0.0001035897
159,0.000000946,9.5818526729909E-07,-0.000000946,0,-0.0001041868
160,9.55392557955292E-07,9.28280552990053E-07,-9.55392557955292E-07,0,-0.0001048221
161,9.64414240023359E-07,0.000000883,-9.64414240023359E-07,0,-0.0001052714
162,0.000000973,8.43944656666257E-07,-0.000000973,0,-0.0001057423
163,9.81255790399871E-07,8.05418646850426E-07,-9.81255790399871E-07,0,-0.0001061798
164,9.89067332035631E-07,7.74851294622704E-07,-9.89067332035631E-07,0,-0.0001066553
165,9.96551347220986E-07,0.000000729,-9.96551347220986E-07,0,-0.0001069448
166,1.00362196597814E-06,6.89363699538181E-07,-1.00362196597814E-06,0,-0.0001072558
167,1.01030095489563E-06,6.50348596106577E-07,-1.01030095489563E-06,0,-0.0001075336
168,1.01655937623235E-06,6.19349942979439E-07,-1.01655937623235E-06,0,-0.0001078494
169,1.02248627609214E-06,5.73089290061431E-07,-1.02248627609214E-06,0,-0.0001079795
170,0.000001028,5.33172834714533E-07,-0.000001028,0,-0.0001081314
171,1.03311197285905E-06,4.93899326198099E-07,-1.03311197285905E-06,0,-0.0001082502
172,1.03780474880466E-06,4.6269967727567E-07,-1.03780474880466E-06,0,-0.0001084075
173,1.04216430862891E-06,4.16295285788976E-07,-1.04216430862891E-06,0,-0.0001083794
174,1.04610592899235E-06,3.7629218739072E-07,-1.04610592899235E-06,0,-0.0001083735
175,1.04965252489819E-06,0.000000337,-1.04965252489819E-06,0,-0.0001083351
176,1.05277629902645E-06,3.05816262687422E-07,-1.05277629902645E-06,0,-0.0001083358
177,1.05556743701385E-06,2.59495310062338E-07,-1.05556743701385E-06,0,-0.0001081517
178,1.05794178040242E-06,2.19631890030137E-07,-1.05794178040242E-06,0,-0.0001079905
179,1.05992280374778E-06,1.80524291139697E-07,-1.05992280374778E-06,0,-0.0001077975
180,1.06148326750599E-06,1.49602934156122E-07,-1.06148326750599E-06,0,-0.0001076444
181,1.06271391420165E-06,1.0358868743633E-07,-1.06271391420165E-06,0,-0.0001073073
182,1.0635311360474E-06,6.40870370025472E-08,-1.0635311360474E-06,0,-0.000106994
183,0.000001064,2.53959207521231E-08,-0.000001064,0,-0.0001066499
184,0.000001064,-5.05459848037727E-09,-0.000001064,0,-0.0001063465
185,1.06365759577898E-06,-5.05440135089968E-08,-1.06365759577898E-06,0,-0.0001058603
186,1.06293662760493E-06,-8.94672560326249E-08,-1.06293662760493E-06,0,-0.000105399
187,1.06183233583579E-06,-1.27526780591538E-07,-1.06183233583579E-06,0,-0.000104908
188,1.06031855473532E-06,-1.57292977894063E-07,-1.06031855473532E-06,0,-0.0001044589
189,1.05848709175405E-06,-0.000000202,-1.05848709175405E-06,0,-0.0001038282
190,1.056255401366E-06,-2.4018054616686E-07,-1.056255401366E-06,0,-0.0001032237
191,1.05364855329526E-06,-2.7740026644475E-07,-1.05364855329526E-06,0,-0.0001025908
192,1.05064089339635E-06,-3.06275780438021E-07,-1.05064089339635E-06,0,-0.0001020013
193,1.04732473893421E-06,-3.50087579222873E-07,-1.04732473893421E-06,0,-0.0001012316
194,1.04361803821007E-06,-3.87231556066239E-07,-1.04361803821007E-06,0,-0.0001004895
195,1.03954636010428E-06,-4.23411223023497E-07,-1.03954636010428E-06,0,-9.97205118480338E-05
196,1.03508454074586E-06,-4.51197988256687E-07,-1.03508454074586E-06,0,-9.89964721753722E-05
197,1.03032537701608E-06,-4.93872898893089E-07,-1.03032537701608E-06,0,-9.80938215988658E-05
198,1.0251872986089E-06,-5.29832491233819E-07,-1.0251872986089E-06,0,-9.72204080795791E-05
199,1.01969634513921E-06,-5.64780833372174E-07,-1.01969634513921E-06,0,-9.63218322880266E-05
200,1.01382781814152E-06,-5.91290004641084E-07,-1.01382781814152E-06,0,-9.54698760935457E-05
201,1.00767497457355E-06,-6.32641661946669E-07,-1.00767497457355E-06,0,-9.44410736281043E-05
202,1.00115669887657E-06,-6.67232985287985E-07,-1.00115669887657E-06,0,-9.34433538546386E-05
203,9.94299472978355E-07,-7.00768734029737E-07,-9.94299472978355E-07,0,-9.24222550935383E-05
204,9.87079040726258E-07,-7.25821634149632E-07,-9.87079040726258E-07,0,-9.14496922632679E-05
205,9.79589092509059E-07,-7.65674064272295E-07,-9.79589092509059E-07,0,-9.03021717846286E-05
206,9.71748933764616E-07,-7.98723891821313E-07,-9.71748933764616E-07,0,-8.91876469566455E-05
207,9.63585472746331E-07,-8.30676598429256E-07,-9.63585472746331E-07,0,-8.80517697865457E-05
208,9.55074861863636E-07,-8.54105643035854E-07,-9.55074861863636E-07,0,-8.69664427582961E-05
209,9.463111911856E-07,-8.92294139679457E-07,-9.463111911856E-07,0,-8.57081767335899E-05
210,9.37214169383083E-07,-9.23640706128074E-07,-9.37214169383083E-07,0,-0.000084485
211,9.27811088402564E-07,-9.53851601991034E-07,-9.27811088402564E-07,0,-8.32425877561604E-05
212,9.18078484346552E-07,-9.7550103910759E-07,-9.18078484346552E-07,0,-8.20528427425415E-05
213,9.08110822095409E-07,-1.01187293076409E-06,-9.08110822095409E-07,0,-8.06923496909917E-05
214,8.97828172696791E-07,-1.04136670964199E-06,-8.97828172696791E-07,0,-7.93691384615158E-05
215,8.87258188697615E-07,-1.06968938193324E-06,-8.87258188697615E-07,0,-7.80289354906927E-05
216,8.76377752589974E-07,-1.08941603751387E-06,-8.76377752589974E-07,0,-7.67436274529132E-05
217,8.65281675643814E-07,-1.12383140672191E-06,-8.65281675643814E-07,0,-7.52898506206634E-05
218,8.53890357532805E-07,-1.15133571077097E-06,-8.53890357532805E-07,0,-7.38756854801181E-05
219,8.42231775877167E-07,-1.17763686762523E-06,-8.42231775877167E-07,0,-7.24468021573443E-05
220,8.30283131136866E-07,-1.19531076613453E-06,-8.30283131136866E-07,0,-7.10752079413623E-05
221,8.18139538338869E-07,-1.22764299362134E-06,-8.18139538338869E-07,0,-6.95375339532234E-05
222,8.05721700913864E-07,-0.000001253,-8.05721700913864E-07,0,-6.80418200005306E-05
223,7.9305788425188E-07,-1.27719458159122E-06,-7.9305788425188E-07,0,-6.65338538041738E-05
224,7.80125569477264E-07,-1.2926994756077E-06,-7.80125569477264E-07,0,-6.50855819017693E-05
225,0.000000767,-1.32283585412344E-06,-0.000000767,0,-6.34736627702637E-05
226,7.53662577679393E-07,-0.000001346,-7.53662577679393E-07,0,-6.19061980344782E-05
227,7.4008138994941E-07,-1.36791875059321E-06,-7.4008138994941E-07,0,-0.000060329
228,7.26254302918505E-07,-1.3811526166441E-06,-7.26254302918505E-07,0,-5.88139005941457E-05
229,7.12276950309843E-07,-0.000001409,-7.12276950309843E-07,0,-5.71377391622718E-05
230,6.98070518723171E-07,-1.42984799302832E-06,-6.98070518723171E-07,0,-5.55085694742274E-05
231,6.83663749612151E-07,-1.44942300295961E-06,-6.83663749612151E-07,0,-5.38721380394236E-05
232,0.000000669,-1.46029836875074E-06,-0.000000669,0,-5.2300490160917E-05
233,6.54278830225508E-07,-1.48576241976552E-06,-6.54278830225508E-07,0,-5.05702567821231E-05
234,6.393178910713E-07,-1.50421902040726E-06,-6.393178910713E-07,0,-4.88895993910887E-05
235,6.24180678698849E-07,-1.52137967295917E-06,-6.24180678698849E-07,0,-4.72042820831575E-05
236,6.08845295957394E-07,-1.52982391362586E-06,-6.08845295957394E-07,0,-4.5586295804867E-05
237,5.93407742499608E-07,-1.55284106573371E-06,-5.93407742499608E-07,0,-4.38123779034072E-05
238,5.77789544209395E-07,-1.56883587292835E-06,-5.77789544209395E-07,0,-4.20905971409979E-05
239,0.000000562,-1.58352082393347E-06,-0.000000562,0,-4.03667682391529E-05
240,5.46076657670369E-07,-1.58947638946377E-06,-5.46076657670369E-07,0,-3.87129313494938E-05
241,5.30056324166139E-07,-0.00000161,-5.30056324166139E-07,0,-3.69057287841201E-05
242,5.13880415553558E-07,-1.62347586598547E-06,-5.13880415553558E-07,0,-3.51532769116147E-05
243,4.97578106717356E-07,-1.63563890230376E-06,-4.97578106717356E-07,0,-3.34014366387691E-05
244,4.81127727880448E-07,-1.63906336469299E-06,-4.81127727880448E-07,0,-3.17221683587832E-05
245,4.64625488305614E-07,-0.000001657,-4.64625488305614E-07,0,-2.98921593255841E-05
246,0.000000448,-0.000001668,-0.000000448,0,-2.81195509543863E-05
247,4.31259827848862E-07,-1.67758695716204E-06,-4.31259827848862E-07,0,-2.63501398478638E-05
248,4.14404038195926E-07,-1.67845307024079E-06,-4.14404038195926E-07,0,-2.46558922611939E-05
249,3.97521997541617E-07,-1.6938673694733E-06,-3.97521997541617E-07,0,-2.28135359492398E-05
250,3.80535466248944E-07,-1.70223746129857E-06,-3.80535466248944E-07,0,-2.10311808857E-05
251,3.63473711573192E-07,-1.7092786228077E-06,-3.63473711573192E-07,0,-1.92545906330111E-05
252,3.46315149002407E-07,-1.70757419584011E-06,-3.46315149002407E-07,0,-1.75558051651592E-05
253,3.29156046419143E-07,-1.72041727712397E-06,-3.29156046419143E-07,0,-1.57114465437758E-05
254,3.11918165962766E-07,-1.72621635702859E-06,-3.11918165962766E-07,0,-1.39296782109E-05
255,2.9463076955949E-07,-1.73068768865862E-06,-2.9463076955949E-07,0,-1.21562454324931E-05
256,2.77272247828364E-07,-1.72641548230649E-06,-2.77272247828364E-07,0,-1.04631146413681E-05
257,2.59938856217445E-07,-1.73669381357745E-06,-2.59938856217445E-07,0,-0.000008627
258,2.42552316009892E-07,-1.7399320490414E-06,-2.42552316009892E-07,0,-0.000006856
259,2.25141841170284E-07,-1.74184736263645E-06,-2.25141841170284E-07,0,-5.0957618569214E-06
260,2.07685776132394E-07,-0.000001735,-2.07685776132394E-07,0,-3.41840298290208E-06
261,1.90280319500857E-07,-1.74275955878866E-06,-1.90280319500857E-07,0,-1.60051474296097E-06
262,1.72847112622776E-07,-1.74346170414515E-06,-1.72847112622776E-07,0,1.49804790794406E-07
263,1.55415300184814E-07,-1.74284936606727E-06,-1.55415300184814E-07,0,1.88685760349472E-06
264,0.000000138,-1.73350850801307E-06,-0.000000138,0,3.5385847141356E-06
265,1.20586733487471E-07,-1.73873519198214E-06,-1.20586733487471E-07,0,5.32852055812327E-06
266,1.03207639767788E-07,-1.73694044952769E-06,-1.03207639767788E-07,0,7.04841767174003E-06
267,8.58549089599592E-08,-1.73384335320301E-06,-8.58549089599592E-08,0,8.75260450783344E-06
268,6.85066989802863E-08,-0.000001722,-6.85066989802863E-08,0,0.000010369
269,5.12591835644116E-08,-1.7248002564745E-06,-5.12591835644116E-08,0,1.21211565229373E-05
270,0.000000034,-1.72058724389693E-06,-0.000000034,0,1.38003883876081E-05
271,1.68624829655073E-08,-1.71505989229941E-06,-1.68624829655073E-08,0,1.5456376800671E-05
272,-6.10850037219279E-10,-1.70128364576512E-06,6.10850037219279E-10,0,2.12162515111913E-05
273,-1.73229430799893E-08,-1.70111389274086E-06,1.73229430799893E-08,0,1.87343385249505E-05
274,-3.42954820098385E-08,-1.69451896432094E-06,3.42954820098385E-08,0,2.03725285530254E-05
275,-5.1196552774968E-08,-1.6866386799435E-06,5.1196552774968E-08,0,2.19850798899301E-05
276,-0.000000068,-1.67007429140226E-06,0.000000068,0,2.35048970509411E-05
277,-8.47485317478913E-08,-1.66812555771085E-06,8.47485317478913E-08,0,2.5155767602314E-05
278,-1.01382235939695E-07,-1.6592075097279E-06,1.01382235939695E-07,0,2.67300714895669E-05
279,-1.1791879828138E-07,-0.000001649,1.1791879828138E-07,0,2.82821201125216E-05
280,-1.34380597316408E-07,-1.63021708473837E-06,1.34380597316408E-07,0,2.97401482995951E-05
281,-1.50672326171275E-07,-0.000001626,1.50672326171275E-07,0,3.13274702179456E-05
282,-1.66873103779608E-07,-1.61490331772443E-06,1.66873103779608E-07,0,3.2836241459222E-05
283,-0.000000183,-1.60255065232956E-06,0.000000183,0,3.43209089592733E-05
284,-1.98939778428553E-07,-1.58156476299346E-06,1.98939778428553E-07,0,3.57095933267715E-05
285,-2.14733274717105E-07,-1.57524497896635E-06,2.14733274717105E-07,0,3.72257401792808E-05
286,-2.30414601176676E-07,-0.000001562,2.30414601176676E-07,0,3.86614809499974E-05
287,-0.000000246,-1.54757212245165E-06,0.000000246,0,4.00712536929859E-05
288,-2.61379799582073E-07,-1.52453225878312E-06,2.61379799582073E-07,0,4.13832960788341E-05
289,-2.7659182677553E-07,-1.51618695948962E-06,2.7659182677553E-07,0,0.000042821
290,-2.91671588215081E-07,-0.000001501,2.91671588215081E-07,0,4.41766635717045E-05
291,-3.06591410037527E-07,-1.4845508382506E-06,3.06591410037527E-07,0,4.55046169633988E-05
292,-3.21374539424824E-07,-1.45957440769899E-06,3.21374539424824E-07,0,4.67331918940772E-05
293,-3.35926491956684E-07,-1.44932341702861E-06,3.35926491956684E-07,0,4.80858735940615E-05
294,-3.50327290732366E-07,-1.43221424120047E-06,3.50327290732366E-07,0,4.93548547808587E-05
295,-3.64549585185614E-07,-0.000001414,3.64549585185614E-07,0,5.0594652378777E-05
